COUNTY_NAME,2002,2007,2012,2017,2022
WABASH,2033.0,0.0,0.0,0.0,0.0
WHITESIDE,61304.0,116574.0,106936.0,123624.0,82798.0
WILL,14554.0,14818.0,36.0,14150.0,14090.0
WILLIAMSON,35.0,62.0,112.0,50.0,0.0
WINNEBAGO,13936.0,8705.0,4176.0,340.0,175.0
WOODFORD,82337.0,86665.0,114369.0,119291.0,182157.0
ALLEN,36440.0,45666.0,33686.0,42358.0,40268.0
BARTHOLOMEW,18629.0,16014.0,11313.0,17682.0,56965.0
BLACKFORD,34985.0,30.0,32379.0,35905.0,0.0
DAVIESS,117389.0,90200.0,71201.0,48464.0,26821.0
DEARBORN,467.0,66.0,0.0,0.0,29.0
DELAWARE,22124.0,14352.0,253.0,14500.0,12092.0
DUBOIS,84405.0,79545.0,89347.0,46072.0,35280.0
ELKHART,63733.0,54240.0,49953.0,53924.0,60392.0
FOUNTAIN,11226.0,151.0,82.0,31.0,41.0
GIBSON,27337.0,28877.0,16244.0,17.0,28460.0
HARRISON,1432.0,438.0,90.0,249.0,114.0
HENDRICKS,18632.0,14399.0,336.0,271.0,21690.0
HUNTINGTON,28394.0,50223.0,38666.0,26337.0,68117.0
JAY,90872.0,138831.0,165812.0,270128.0,251476.0
JENNINGS,3509.0,455.0,23910.0,7505.0,11.0
KOSCIUSKO,78522.0,64938.0,73492.0,147215.0,115842.0
LA PORTE,17395.0,67009.0,168403.0,11335.0,6129.0
LAGRANGE,27755.0,25832.0,27951.0,30142.0,39335.0
MIAMI,103983.0,112243.0,109404.0,260098.0,228218.0
NOBLE,38847.0,53427.0,92615.0,65060.0,44166.0
OHIO,0.0,5.0,0.0,0.0,0.0
OWEN,908.0,123.0,120.0,282.0,0.0
PARKE,89.0,52.0,134.0,0.0,0.0
