COUNTY_NAME,2002,2007,2012,2017,2022
WHEELER,0.0,18.0,0.0,0.0,0.0
WHITFIELD,168.0,54.0,0.0,10.0,40.0
WILCOX,810.0,0.0,0.0,0.0,4290.0
WILKES,2706.0,2259.0,3245.0,808.0,0.0
WILKINSON,10.0,0.0,0.0,0.0,60.0
WORTH,0.0,2516.0,0.0,0.0,0.0
HAWAII,3101.0,0.0,20.0,18.0,614.0
HONOLULU,3328.0,0.0,30.0,0.0,0.0
KAUAI,5.0,0.0,0.0,34.0,0.0
MAUI & KALWAO,0.0,8.0,0.0,24.0,0.0
ADA,42813.0,36580.0,38925.0,34280.0,36760.0
BANNOCK,792.0,1047.0,3257.0,1343.0,60.0
BEAR LAKE,3023.0,1717.0,2034.0,2434.0,801.0
BENEWAH,10.0,0.0,0.0,12.0,0.0
BINGHAM,21566.0,19496.0,16978.0,13820.0,6535.0
BONNER,341.0,95.0,171.0,136.0,69.0
BONNEVILLE,1259.0,639.0,1070.0,456.0,426.0
BOUNDARY,256.0,10.0,177.0,50.0,78.0
CANYON,58651.0,82870.0,76442.0,84090.0,86054.0
CARIBOU,1775.0,2147.0,773.0,1042.0,1013.0
CASSIA,45394.0,107690.0,107684.0,129006.0,141806.0
CLEARWATER,0.0,0.0,14.0,10.0,0.0
GEM,4600.0,3136.0,2537.0,11.0,518.0
GOODING,229838.0,280691.0,357257.0,325732.0,330410.0
IDAHO,619.0,175.0,50.0,393.0,38.0
JEROME,119487.0,152066.0,143264.0,139916.0,206086.0
KOOTENAI,48.0,0.0,100.0,80.0,82.0
LATAH,8.0,8.0,104.0,232.0,30.0
LEMHI,307.0,297.0,138.0,28.0,22.0
MINIDOKA,17274.0,20273.0,26552.0,29726.0,36909.0
NEZ PERCE,0.0,0.0,34.0,16.0,8.0
ONEIDA,582.0,239.0,0.0,0.0,0.0
OWYHEE,27739.0,45989.0,52182.0,48892.0,49036.0
PAYETTE,22296.0,27186.0,31817.0,27720.0,32192.0
POWER,5.0,0.0,0.0,0.0,0.0
SHOSHONE,0.0,0.0,0.0,18.0,24.0
TETON,1729.0,772.0,320.0,444.0,32.0
TWIN FALLS,102592.0,140468.0,127858.0,179752.0,215905.0
ALEXANDER,0.0,0.0,12.0,0.0,0.0
BOND,4719.0,3458.0,2629.0,2494.0,619.0
BROWN,486.0,282.0,270.0,151.0,0.0
BUREAU,842.0,222.0,157.0,142.0,0.0
CASS,0.0,0.0,0.0,13.0,0.0
CHAMPAIGN,23.0,281.0,0.0,0.0,0.0
CHRISTIAN,22.0,0.0,20.0,0.0,0.0
CLARK,94.0,0.0,0.0,0.0,0.0
CLINTON,30160.0,32900.0,28884.0,27184.0,27142.0
COLES,358.0,145.0,102.0,110.0,95.0
CUMBERLAND,2917.0,2870.0,5440.0,2557.0,3225.0
DE WITT,0.0,0.0,39.0,0.0,0.0
EDGAR,0.0,0.0,0.0,0.0,51.0
EDWARDS,0.0,0.0,12.0,0.0,0.0
FORD,24.0,320.0,0.0,0.0,0.0
GRUNDY,0.0,0.0,274.0,0.0,12.0
HAMILTON,0.0,0.0,83.0,12.0,8.0
HANCOCK,0.0,0.0,26.0,0.0,0.0
HENDERSON,0.0,0.0,0.0,235.0,0.0
IROQUOIS,1653.0,1208.0,200.0,309.0,184.0
JERSEY,795.0,341.0,89.0,0.0,0.0
JO DAVIESS,15542.0,13323.0,16081.0,8674.0,8545.0
KANE,2192.0,2030.0,1641.0,1261.0,890.0
KANKAKEE,611.0,453.0,8.0,329.0,26.0
KNOX,560.0,145.0,0.0,0.0,0.0
LA SALLE,464.0,174.0,16.0,0.0,6.0
LIVINGSTON,1516.0,2183.0,2388.0,2830.0,550.0
MACOUPIN,1511.0,1034.0,1209.0,1603.0,0.0
MCDONOUGH,554.0,38.0,60.0,14.0,22.0
MCHENRY,9407.0,5902.0,6464.0,5109.0,4313.0
MCLEAN,3489.0,5458.0,4128.0,4834.0,5.0
MENARD,109.0,0.0,0.0,0.0,0.0
MERCER,44.0,0.0,188.0,27.0,20.0
MOULTRIE,2222.0,787.0,1439.0,1290.0,689.0
OGLE,3033.0,2052.0,1963.0,1747.0,1214.0
PEORIA,1907.0,0.0,12.0,25.0,0.0
PIATT,113.0,0.0,0.0,0.0,0.0
POPE,0.0,0.0,0.0,12.0,0.0
RICHLAND,16.0,572.0,944.0,0.0,0.0
ROCK ISLAND,804.0,249.0,290.0,970.0,835.0
SANGAMON,268.0,0.0,447.0,15.0,0.0
SCHUYLER,0.0,0.0,3.0,0.0,0.0
ST CLAIR,1565.0,1606.0,2234.0,2084.0,772.0
STARK,197.0,374.0,0.0,183.0,0.0
STEPHENSON,26158.0,24932.0,26102.0,24502.0,20432.0
TAZEWELL,780.0,822.0,834.0,920.0,1003.0
VERMILION,167.0,95.0,170.0,14.0,0.0
WABASH,408.0,396.0,0.0,0.0,0.0
WHITESIDE,2166.0,3616.0,2129.0,1477.0,1905.0
WILL,1108.0,645.0,1186.0,291.0,172.0
WILLIAMSON,28.0,0.0,0.0,45.0,10.0
WINNEBAGO,4492.0,2587.0,4378.0,4611.0,2386.0
WOODFORD,410.0,0.0,310.0,132.0,20.0
ALLEN,4142.0,2961.0,3311.0,2578.0,2193.0
BARTHOLOMEW,2000.0,917.0,1045.0,5.0,0.0
BLACKFORD,40.0,0.0,0.0,0.0,0.0
DAVIESS,6080.0,1899.0,3396.0,2002.0,1316.0
DEARBORN,203.0,934.0,318.0,803.0,10.0
DELAWARE,458.0,558.0,56.0,362.0,88.0
DUBOIS,4162.0,3264.0,1956.0,2567.0,2109.0
ELKHART,35594.0,37541.0,34645.0,40674.0,28313.0
FOUNTAIN,132.0,3.0,50.0,54.0,22.0
GIBSON,1433.0,885.0,2494.0,2707.0,2722.0
GRANT,892.0,923.0,0.0,0.0,0.0
HARRISON,1652.0,988.0,435.0,407.0,376.0
HENDRICKS,873.0,234.0,101.0,30.0,84.0
HUNTINGTON,1776.0,7510.0,3592.0,11487.0,13152.0
JAY,3812.0,3351.0,2978.0,3173.0,950.0
JENNINGS,262.0,524.0,181.0,6.0,32.0
KOSCIUSKO,7392.0,6696.0,6635.0,6937.0,9244.0
LA PORTE,10230.0,9122.0,11955.0,7493.0,6806.0
LAGRANGE,20702.0,17248.0,27907.0,20696.0,17999.0
MIAMI,1010.0,2045.0,2131.0,2736.0,2021.0
NOBLE,6314.0,5381.0,6489.0,6474.0,5734.0
OHIO,6.0,0.0,0.0,0.0,0.0
OWEN,284.0,193.0,7.0,830.0,26.0
PARKE,2696.0,2572.0,3947.0,3816.0,3360.0
PORTER,1319.0,321.0,839.0,1264.0,63.0
POSEY,1186.0,2116.0,931.0,1448.0,0.0
PULASKI,2339.0,2122.0,0.0,1700.0,0.0
RIPLEY,897.0,315.0,767.0,468.0,6.0
RUSH,2903.0,2636.0,1635.0,1250.0,56.0
SPENCER,1393.0,918.0,632.0,1194.0,316.0
ST. JOSEPH,3379.0,3463.0,3052.0,2626.0,3054.0
STARKE,0.0,8.0,0.0,0.0,0.0
STEUBEN,3981.0,3759.0,2389.0,3355.0,1167.0
SULLIVAN,155.0,102.0,0.0,0.0,0.0
SWITZERLAND,299.0,445.0,342.0,666.0,0.0
TIPPECANOE,364.0,340.0,26.0,27.0,13.0
VANDERBURGH,380.0,447.0,88.0,0.0,0.0
VIGO,111.0,0.0,58.0,32.0,27.0
WARRICK,535.0,0.0,0.0,0.0,0.0
WELLS,3777.0,3528.0,3360.0,2018.0,3518.0
WHITLEY,2898.0,1982.0,922.0,2895.0,853.0
ADAIR,195.0,94.0,0.0,0.0,0.0
ALLAMAKEE,22849.0,23752.0,24190.0,26596.0,26891.0
APPANOOSE,604.0,630.0,535.0,178.0,69.0
AUDUBON,194.0,0.0,8.0,0.0,0.0
BLACK HAWK,2014.0,1877.0,1059.0,942.0,0.0
BREMER,8168.0,4736.0,6712.0,4753.0,3046.0
BUCHANAN,5638.0,6524.0,4981.0,3909.0,1792.0
BUENA VISTA,194.0,0.0,0.0,0.0,0.0
BUTLER,2557.0,4088.0,4696.0,2126.0,4099.0
CEDAR,935.0,1517.0,252.0,176.0,0.0
CERRO GORDO,412.0,428.0,0.0,0.0,0.0
CHICKASAW,7804.0,6236.0,5744.0,3429.0,3528.0
CLAYTON,36624.0,26181.0,19884.0,23844.0,20267.0
DAVIS,3704.0,2739.0,3818.0,4214.0,1309.0
DES MOINES,988.0,319.0,228.0,8.0,0.0
DICKINSON,260.0,1467.0,0.0,0.0,9000.0
DUBUQUE,41688.0,37875.0,37076.0,44632.0,36882.0
EMMET,10.0,0.0,0.0,0.0,0.0
GUTHRIE,1417.0,516.0,0.0,0.0,0.0
HARDIN,0.0,181.0,5.0,129.0,30.0
IDA,8.0,0.0,1265.0,1400.0,4612.0
IOWA,1238.0,991.0,1108.0,229.0,680.0
